6.773200000000000054e-02	3.176512999999999920e+00
4.278100000000000236e-01	3.816463999999999857e+00
9.957310000000000327e-01	4.550094999999999779e+00
7.383359999999999923e-01	4.256571000000000105e+00
9.810830000000000384e-01	4.560814999999999841e+00
5.261710000000000553e-01	3.929514999999999869e+00
3.788869999999999738e-01	3.526170000000000027e+00
3.385900000000000021e-02	3.156393000000000004e+00
1.327909999999999924e-01	3.110301000000000204e+00
1.383060000000000123e-01	3.149812999999999974e+00
2.478090000000000015e-01	3.476345999999999936e+00
6.482700000000000129e-01	4.119688000000000017e+00
7.312089999999999979e-01	4.282232999999999734e+00
2.368329999999999880e-01	3.486581999999999848e+00
9.697879999999999834e-01	4.655491999999999742e+00
6.074920000000000320e-01	3.965161999999999853e+00
3.586219999999999963e-01	3.514899999999999913e+00
1.478460000000000052e-01	3.125947000000000031e+00
6.378200000000000536e-01	4.094115000000000393e+00
2.303719999999999934e-01	3.476039000000000101e+00
7.023699999999999388e-02	3.210609999999999964e+00
6.715400000000000535e-02	3.190611999999999782e+00
9.255769999999999831e-01	4.631503999999999621e+00
7.177329999999999544e-01	4.295889999999999986e+00
1.537099999999999925e-02	3.085027999999999881e+00
3.350699999999999790e-01	3.448080000000000034e+00
4.048600000000000115e-02	3.167440000000000033e+00
2.125749999999999862e-01	3.364266000000000201e+00
6.172180000000000444e-01	3.993482000000000198e+00
5.411960000000000104e-01	3.891471000000000124e+00
4.535299999999999748e-02	3.143259000000000025e+00
1.267620000000000136e-01	3.114203999999999972e+00
5.564860000000000362e-01	3.851484000000000130e+00
9.011439999999999451e-01	4.621898999999999980e+00
9.584759999999999946e-01	4.580767999999999951e+00
2.745609999999999995e-01	3.620992000000000210e+00
3.943960000000000243e-01	3.580500999999999934e+00
8.724800000000000333e-01	4.618706000000000422e+00
4.099320000000000186e-01	3.676867000000000107e+00
9.089690000000000270e-01	4.641844999999999999e+00
1.668189999999999951e-01	3.175939000000000068e+00
6.650160000000000515e-01	4.264980000000000437e+00
2.637269999999999892e-01	3.558447999999999833e+00
2.312140000000000029e-01	3.436631999999999909e+00
5.529279999999999751e-01	3.831052000000000124e+00
4.774400000000000172e-02	3.182853000000000154e+00
3.657460000000000155e-01	3.498905999999999850e+00
4.950019999999999976e-01	3.946832999999999814e+00
4.934660000000000157e-01	3.900583000000000133e+00
7.921010000000000550e-01	4.238521999999999679e+00
7.696600000000000108e-01	4.233080000000000176e+00
2.518210000000000170e-01	3.521557000000000048e+00
1.819510000000000016e-01	3.203343999999999969e+00
8.081770000000000342e-01	4.278105000000000047e+00
3.341160000000000241e-01	3.555705000000000116e+00
3.386299999999999866e-01	3.502660999999999802e+00
4.525839999999999863e-01	3.859776000000000096e+00
6.947699999999999987e-01	4.275955999999999868e+00
5.909020000000000383e-01	3.916190999999999978e+00
3.079279999999999795e-01	3.587960999999999956e+00
1.483639999999999959e-01	3.183003999999999944e+00
7.021800000000000264e-01	4.225235999999999770e+00
7.215439999999999632e-01	4.231082999999999927e+00
6.668859999999999788e-01	4.240543999999999869e+00
1.249310000000000004e-01	3.222372000000000014e+00
6.182860000000000023e-01	4.021444999999999936e+00
3.810859999999999803e-01	3.567479000000000067e+00
3.856430000000000136e-01	3.562580000000000080e+00
7.771749999999999492e-01	4.262058999999999820e+00
1.160889999999999977e-01	3.208813000000000137e+00
1.154870000000000063e-01	3.169824999999999893e+00
6.635100000000000442e-01	4.193948999999999927e+00
2.548839999999999995e-01	3.491677999999999837e+00
9.938879999999999937e-01	4.533305999999999614e+00
2.954339999999999744e-01	3.550107999999999819e+00
9.525230000000000086e-01	4.636427000000000298e+00
3.070470000000000144e-01	3.557078000000000184e+00
2.772609999999999797e-01	3.552874000000000088e+00
2.791009999999999880e-01	3.494158999999999793e+00
1.757239999999999913e-01	3.206827999999999790e+00
1.563829999999999942e-01	3.195266000000000162e+00
7.331649999999999556e-01	4.221292000000000044e+00
8.481419999999999515e-01	4.413371999999999851e+00
7.711839999999999806e-01	4.184346999999999817e+00
4.294919999999999849e-01	3.742878000000000149e+00
1.621759999999999868e-01	3.201877999999999780e+00
9.170639999999999903e-01	4.648964000000000318e+00
3.150439999999999907e-01	3.510117000000000154e+00
2.014730000000000132e-01	3.274433999999999845e+00
2.970380000000000242e-01	3.579622000000000082e+00
3.366469999999999740e-01	3.489243999999999790e+00
6.661089999999999511e-01	4.237385999999999875e+00
5.838879999999999626e-01	3.913749000000000144e+00
8.503099999999999548e-02	3.228990000000000027e+00
6.870060000000000056e-01	4.286285999999999596e+00
9.496550000000000269e-01	4.628613999999999784e+00
1.899119999999999975e-01	3.239536000000000193e+00
8.440269999999999717e-01	4.457996999999999765e+00
3.332879999999999732e-01	3.513383999999999840e+00
4.270349999999999979e-01	3.729674000000000156e+00
